,movieid,title,genres,Average Rating,Number of Ratings,model_score,imdbid,original_title,year,date_published,genre,duration,country,language,director,writer,production_company,actors,description,budget,usa_gross_income,worlwide_gross_income,metascore,reviews_from_users,reviews_from_critics,tmdbId
2278,2471,Crocodile Dundee II (1988),Adventure|Comedy,2.6280193236714977,414,1088.0,92493.0,'Crocodile' Dundee II,1988,1988-09-23,"Action, Adventure, Comedy",108.0,Australia,"English, Spanish, Japanese",John Cornell,"Paul Hogan, Paul Hogan",Paramount Pictures,"Paul Hogan, Linda Kozlowski, John Meillon, Ernie Dingo, Steve Rackman, Gerry Skilton, Gus Mercurio, Jim Holt, Alec Wilson, Maggie Blinco, Bill Sandy, Mark Saunders, Betty Bobbitt, Jim Cooper, Sam Cooper",Australian outback expert protects his New York love from gangsters who've followed her down under.,$ 14000000,$ 109306210,$ 239606210,41.0,80.0,34.0,9396.0
2279,2472,Tough Guys (1986),Comedy,2.978494623655914,93,277.0,92105.0,Tough Guys,1986,1987-04-24,"Comedy, Crime",104.0,USA,English,Jeff Kanew,"James Orr, Jim Cruickshank",Touchstone Pictures,"Burt Lancaster, Kirk Douglas, Charles Durning, Alexis Smith, Dana Carvey, Darlanne Fluegel, Eli Wallach, Monty Ash, Billy Barty, Simmy Bow, Darlene Conley, Nathan Davis, Matthew Faison, Corkey Ford, Rick Garcia",Two elderly gangsters are released from prison only to find they have trouble fitting in as old men who still take no guff from anyone.,$ 10000000,$ 21458229,$ 21458229,54.0,33.0,20.0,11038.0
2280,2473,Soul Man (1986),Comedy,2.4093264248704664,193,465.0,,,,,,,,,,,,,,,,,,,,
2281,2474,"Color of Money, The (1986)",Drama,3.4606413994169096,343,1187.0,90863.0,The Color of Money,1986,1987-02-19,"Drama, Sport",119.0,USA,"English, Spanish",Martin Scorsese,"Walter Tevis, Richard Price",Touchstone Pictures,"Paul Newman, Tom Cruise, Mary Elizabeth Mastrantonio, Helen Shaver, John Turturro, Bill Cobbs, Robert Agins, Alvin Anastasia, Randall Arney, Elizabeth Bracco, Vito D'Ambrosio, Ron Dean, Lisa Dodson, Donald A. Feeney, Paul Geier","Fast Eddie Felson teaches a cocky but immensely talented protégé the ropes of pool hustling, which in turn inspires him to make an unlikely comeback.",$ 13800000,$ 52293982,$ 52293982,77.0,141.0,68.0,11873.0
2282,2475,52 Pick-Up (1986),Action|Mystery|Thriller,3.3,140,462.0,90567.0,52 Pick-Up,1986,1987-01-23,"Crime, Drama, Thriller",110.0,USA,English,John Frankenheimer,"Elmore Leonard, Elmore Leonard",Cannon Group,"Roy Scheider, Ann-Margret, Vanity, John Glover, Robert Trebor, Lonny Chapman, Kelly Preston, Doug McClure, Clarence Williams III, Alex Henteloff, Michelle Walker, Philip Bartko, Tom Byron, Herschel Savage, Ron Jeremy",A secret fling between a man and his mistress leads to blackmail and murder.,,$ 5186646,$ 5186646,55.0,58.0,64.0,18588.0
2283,2476,Heartbreak Ridge (1986),Action|War,3.3466666666666667,300,1004.0,91187.0,Heartbreak Ridge,1986,1987-03-19,"Drama, War",130.0,USA,"English, Spanish",Clint Eastwood,James Carabatsos,Jay Weston Productions,"Clint Eastwood, Marsha Mason, Everett McGill, Moses Gunn, Eileen Heckart, Bo Svenson, Boyd Gaines, Mario Van Peebles, Arlen Dean Snyder, Vincent Irizarry, Ramón Franco, Tom Villard, Mike Gomez, Rodney Hill, Peter Koch","Hard-nosed, hard-living Marine Gunnery Sergeant Tom Highway (",$ 15000000,$ 42724017,$ 42724017,53.0,136.0,38.0,10015.0
2284,2477,Firewalker (1986),Adventure,2.2857142857142856,42,96.0,91055.0,Firewalker,1986,1987-03-06,"Action, Adventure, Comedy",105.0,USA,"English, Hungarian, Spanish",J. Lee Thompson,"Robert Gosnell, Jeffrey M. Rosenbaum",Cannon Group,"Chuck Norris, Louis Gossett Jr., Melody Anderson, Will Sampson, Sonny Landham, John Rhys-Davies, Ian Abercrombie, Richard Lee-Sung, Zaide Silvia Gutiérrez, Álvaro Carcaño, John Hazelwood, José Escandón, Mario Arévalo, Juan Jaramillo, Miguel Ángel Fuentes",A pair of adventurers try to track down an ancient Aztec/Mayan/Egyptian/Apache hoard of gold.,$ 8000000,$ 11949484,$ 11949484,37.0,49.0,42.0,12715.0
2285,2478,Three Amigos! (1986),Comedy|Western,3.117750439367311,569,1774.0,92086.0,¡Three Amigos!,1986,1987-04-16,"Comedy, Western",104.0,USA,"English, Spanish, German",John Landis,"Steve Martin, Lorne Michaels",L.A. Films,"Steve Martin, Chevy Chase, Martin Short, Alfonso Arau, Tony Plana, Patrice Martinez, Jorge Cervera Jr., Kai Wulff, Abel Franco, Fred Asparagus, Jon Lovitz, Joe Mantegna, Philip Gordon, Michael Wren, Gene Hartline","Three actors accept an invitation to a Mexican village to perform their onscreen bandit fighter roles, unaware that it is the real thing.",$ 25000000,$ 39246734,$ 39246734,52.0,156.0,58.0,8388.0
2286,2479,Gloria (1999),Drama|Thriller,2.272727272727273,44,100.00000000000001,120683.0,Gloria,1999,1999-02-19,"Crime, Drama, Thriller",108.0,USA,English,Sidney Lumet,"John Cassavetes, Steve Antin",Columbia Pictures,"Sharon Stone, Jean-Luke Figueroa, Jeremy Northam, Cathy Moriarty, George C. Scott, Mike Starr, Bonnie Bedelia, Barry McEvoy, Don Billett, Jerry Dean, Tony DiBenedetto, Teddy Atlas, Bobby Cannavale, Sarita Choudhury, Miriam Colon","A street-wise, middle-aged moll named Gloria stands up against the mobs, which is complicated by a six-year-old urchin with a will of his own who she reluctantly takes under her wing after ...",$ 30000000,$ 4197729,$ 4197729,26.0,40.0,49.0,45712.0
2287,2480,Dry Cleaning (Nettoyage � sec) (1997),Drama,4.5,2,9.0,119773.0,Nettoyage à sec,1997,1997-09-24,"Comedy, Drama",93.0,"France, Spain","French, English, Russian",Anne Fontaine,"Anne Fontaine, Gilles Taurand",Cinéa,"Miou-Miou, Charles Berling, Stanislas Merhar, Mathilde Seigner, Nanou Meister, Noé Pflieger, Michel Bompoil, Christopher King, Gérard Blanc, Betty Petristy, Bobby Pacha, Corinne Nejman, Thérèse Gehin, Joëlle Grégorie, Pascal Allio",A bored couple takes in a young man who turns their lives inside out,,$ 14919,$ 14919,,15.0,19.0,6187.0
2288,2481,My Name Is Joe (1998),Drama|Romance,3.6,35,126.0,151691.0,My Name Is Joe,1998,1998-12-04,"Drama, Romance",105.0,"UK, Germany, France, Spain",English,Ken Loach,Paul Laverty,ARTE,"Peter Mullan, Louise Goodall, Gary Lewis, Lorraine McIntosh, David McKay, Anne-Marie Kennedy, Scott Hannah, David Peacock, Gordon McMurray, James McHendry, Paul Clark, Stephen McCole, Simon Macallum, Paul Gillan, Stephen Docherty","Two thirtysomethings, unemployed former alcoholic Joe and community health worker Sarah, start a romantic relationship in the one of the toughest Glasgow neighbourhoods.",,$ 354952,$ 354952,,46.0,68.0,8129.0
2289,2482,Still Crazy (1998),Comedy|Romance,3.3333333333333335,30,100.0,149151.0,Still Crazy,1998,1999-04-30,"Comedy, Drama, Music",95.0,UK,English,Brian Gibson,"Dick Clement, Ian La Frenais",Columbia Pictures,"Stephen Rea, Billy Connolly, Jimmy Nail, Timothy Spall, Bill Nighy, Juliet Aubrey, Helena Bergström, Bruce Robinson, Hans Matheson, Rachael Stirling, Phil Daniels, Phil Davis, Frances Barber, Zoë Ball, Virginia Clay","""Strange Fruit"" had everything that makes a legendary rockband: money, fame, success, groupies, a singer who died of drugs, and even a divine ending, when lightning struck the stage during ...",,$ 524864,$ 524864,,92.0,54.0,1618.0
2290,2483,"Day of the Beast, The (El D�a de la bestia) (1995)",Comedy|Horror|Thriller,2.92,25,73.0,112922.0,El día de la bestia,1995,1995-10-20,"Action, Adventure, Comedy",103.0,"Spain, Italy","Spanish, Italian",Álex de la Iglesia,"Jorge Guerricaechevarría, Álex de la Iglesia",Canal+ España,"Álex Angulo, Armando De Razza, Santiago Segura, Terele Pávez, Nathalie Seseña, Maria Grazia Cucinotta, Gianni Ippoliti, Jaime Blanch, David Pinilla, Antonio Dechent, Ignacio Carreño, Saturnino García, El Gran Wyoming, Pololo, Higinio Barbero","Bent on committing as many sins as possible to avert the birth of the beast, a Catholic priest teams up with a Black Metal aficionado and an Italian connoisseur of the occult. Now, he must become an unrelenting sinner. Is there still hope?",EUR 2100000,,,,64.0,71.0,10722.0
2291,2484,Tinseltown (1998),Comedy,2.0,1,2.0,120095.0,Tinseltown,1997,1999-01-22,"Comedy, Crime, Drama",85.0,USA,English,Tony Spiridakis,"Tony Spiridakis, Shem Bitterman",,"Arye Gross, Joe Pantoliano, Ron Perlman, Kristy Swanson, Tom Wood, John Considine, David Dukes, Nicole Hansen, Mark Neal, Nichole Pelerine, Rebecca Gray, Bryn Pryor, Ron Thomson, Hershey Felder, Saleem","In Hollywood it's all about who you know, and the only person two friends know is a serial killer.",,$ 3169,,,7.0,4.0,296543.0
2292,2485,She's All That (1999),Comedy|Romance,3.051219512195122,410,1251.0,160862.0,She's All That,1999,2000-02-04,"Comedy, Romance",95.0,USA,English,Robert Iscove,R. Lee Fleming Jr.,Miramax,"Freddie Prinze Jr., Rachael Leigh Cook, Matthew Lillard, Paul Walker, Jodi Lyn O'Keefe, Kevin Pollak, Anna Paquin, Kieran Culkin, Elden Henson, Usher Raymond, Lil' Kim, Gabrielle Union, Dulé Hill, Tamara Mello, Clea DuVall",A high school jock makes a bet that he can turn an unattractive girl into the school's prom queen.,$ 10000000,$ 63366989,$ 103166989,51.0,407.0,78.0,10314.0
2293,2486,24-hour Woman (1998),Drama,1.7777777777777777,9,16.0,138279.0,The 24 Hour Woman,1999,2001-07-06,Comedy,93.0,USA,English,Nancy Savoca,"Nancy Savoca, Richard Guay","Dirt Road Productions, King City","Rosie Perez, Marianne Jean-Baptiste, Patti LuPone, Karen Duffy, Diego Serrano, Wendell Pierce, Melissa Leo, Aida Turturro, Rosanna DeSoto, Alicia Renee Washington, Reno, Bianca Hunter, Elizabeth Bracco, Samantha Buck, Dale Carman",Grace tries to be the perfect mother and TV producer but finds trouble in juggling both.,$ 2500000,$ 109535,$ 109535,,12.0,21.0,125548.0
2294,2487,"Blood, Guts, Bullets and Octane (1998)",Action|Comedy,2.4285714285714284,7,17.0,163984.0,"Blood, Guts, Bullets and Octane",1998,1998-10-16,"Action, Comedy, Crime",87.0,USA,English,Joe Carnahan,Joe Carnahan,Short Fuse Films,"Mike Maas, Nick Fenske, Mark Priolo, Joe Carnahan, Andrew Fowler, Gloria Gómez, Dan Leis, Josephine Arreola, Dave Booth, Kevin Hale, Max Ancar, Leah Carnahan, Scott Taylor, Eric Lutes, Carlos V. Hernandez","A Cherry Pontiac Lemans Convertible...Two Days...Two-Hundred & Fifty Grand. When your lemon lot hits the skids you glom the gig no matter what the smell. For Bob and Sid, two slicked-back ...",$ 7300,$ 15035,$ 15035,,37.0,30.0,47139.0
2295,2488,Peeping Tom (1960),Drama|Horror|Thriller,3.8588235294117648,85,328.0,54167.0,Peeping Tom,1960,1960-11-29,"Drama, Horror, Thriller",101.0,UK,English,Michael Powell,"Leo Marks, Leo Marks",Michael Powell (Theatre),"Karlheinz Böhm, Moira Shearer, Anna Massey, Maxine Audley, Brenda Bruce, Miles Malleson, Esmond Knight, Martin Miller, Michael Goodliffe, Jack Watson, Shirley Anne Field, Pamela Green","A young man murders women, using a movie camera to film their dying expressions of terror.",GBP 135000,,$ 24640,,173.0,124.0,11167.0
2296,2490,Payback (1999),Action|Thriller,3.5058214747736094,773,2710.0,120784.0,Payback,1999,1999-02-26,"Action, Crime, Drama",100.0,USA,English,Brian Helgeland,"Donald E. Westlake, Brian Helgeland",Icon Entertainment International,"Mel Gibson, Gregg Henry, Maria Bello, David Paymer, Bill Duke, Deborah Kara Unger, John Glover, William Devane, Lucy Liu, Jack Conley, Kris Kristofferson, Mark Alfa, Kwame Amoaku, Justin Ashforth, Len Bajenski","After a successful heist, Porter is left for dead. Once he recovers, he seeks vengeance and wants his share of the money.",$ 90000000,$ 81526121,$ 161626121,46.0,414.0,153.0,2112.0
2297,2491,Simply Irresistible (1999),Comedy|Romance,2.739130434782609,115,315.0,145893.0,Simply Irresistible,1999,2000-07-07,"Comedy, Drama, Fantasy",96.0,"Germany, USA","English, French",Mark Tarlov,Judith Roberts,New Regency Pictures,"Sarah Michelle Gellar, Sean Patrick Flanery, Patricia Clarkson, Dylan Baker, Lawrence Gilliard Jr., Christopher Durang, Betty Buckley, Olek Krupa, Amanda Peet, Alex Draper, Drew Nieporent, Anthony Ruivivar, Andrew McFarlane, Steven Skybell, Phyllis Somerville","A magical crab works wonders for a terrible chef's culinary skills, leading her towards the man of her dreams.",$ 6000000,$ 4398989,$ 4398989,27.0,195.0,37.0,16172.0
2298,2492,20 Dates (1998),Comedy,2.856115107913669,139,397.0,138987.0,20 Dates,1998,2000-08-25,"Biography, Comedy, Romance",87.0,USA,English,Myles Berkowitz,Myles Berkowitz,Phoenician Films,"Myles Berkowitz, Elisabeth Wagner, Richard Arlook, Tia Carrere, Robert McKee, Elie Samaha, Tom Ardavany, Emily Arlook, Rachel Arlook, Barbara Cameron, Signy Coleman, Letitia Fox, Greg Kita, Michelle Madden, Stephanie Magid",A documentary type film about the dates Myles has gone on as he tries to find out how to find love in the future.,$ 60000,$ 541636,$ 541636,36.0,82.0,32.0,111794.0
2299,2493,"Harmonists, The (1997)",Drama,4.142857142857143,28,116.00000000000001,128133.0,Comedian Harmonists,1997,2000-01-28,"Biography, Drama, Music",126.0,"Germany, Austria","German, English",Joseph Vilsmaier,"Jürgen Büscher, Klaus Richter",Bavaria Film,"Ben Becker, Heino Ferch, Ulrich Noethen, Heinrich Schafmeister, Max Tidof, Kai Wiesinger, Meret Becker, Katja Riemann, Noemi Fischer, Dana Vávrová, Otto Sander, Michaela Rosen, Günter Lamprecht, Gérard Semaan, Rolf Hoppe","The film chronicles the rise and fall of Germany's most famous a capella group, the Comedian Harmonists, in 1930s Germany.",,$ 244861,$ 244861,,31.0,36.0,9524.0
2300,2494,"Last Days, The (1998)",Documentary,4.0,27,108.0,,,,,,,,,,,,,,,,,,,,
2301,2495,"Fantastic Planet, The (La Plan�te sauvage) (1973)",Animation|Sci-Fi,3.6020408163265305,98,353.0,70544.0,La planète sauvage,1973,1975-05-06,"Animation, Sci-Fi",72.0,"France, Czechoslovakia","French, Czech",René Laloux,"Stefan Wul, Roland Topor",Argos Films,"Jennifer Drake, Eric Baugin, Jean Topart, Jean Valmont, Sylvie Lenoir, Michèle Chahan, Yves Barsacq, Hubert de Lapparent, Gérard Hernandez, Claude Joseph, Philippe Ogouz, Jacques Ruisseau, Max Amyl, Denis Boileau, Madeleine Clervanne","On a faraway planet where blue giants rule, oppressed humanoids rebel against their machine-like leaders.",,$ 193817,,,119.0,88.0,16306.0
2302,2496,Blast from the Past (1999),Comedy|Romance,3.363888888888889,360,1211.0,124298.0,Blast from the Past,1999,2000-03-03,"Comedy, Drama, Romance",112.0,USA,"English, French, German, Latin",Hugh Wilson,"Bill Kelly, Bill Kelly",Forge,"Brendan Fraser, Alicia Silverstone, Christopher Walken, Sissy Spacek, Dave Foley, Joey Slotnick, Dale Raoul, Hayden Tank, Douglas Smith, Ryan Sparks, Don Yesso, Scott Thomson, Ted Kairys, Rex Linn, Cynthia Mace",A naive man comes out into the world after spending 35 years in a nuclear fallout shelter.,$ 35000000,$ 26511114,$ 40263020,48.0,257.0,98.0,11622.0
2303,2497,Message in a Bottle (1999),Romance,2.835294117647059,170,482.0,139462.0,Message in a Bottle,1999,1999-03-26,"Drama, Romance",126.0,USA,English,Luis Mandoki,"Nicholas Sparks, Gerald Di Pego",Warner Bros.,"Kevin Costner, Robin Wright, Paul Newman, John Savage, Illeana Douglas, Robbie Coltrane, Jesse James, Bethel Leslie, Tom Aldredge, Viveka Davis, Raphael Sbarge, Richard Hamilton, Rosemary Murphy, Steven Eckholdt, Susan Brightbill","A woman discovers a tragic love letter in a bottle on a beach, and is determined to track down its author.",$ 80000000,$ 52880016,$ 118880016,39.0,240.0,81.0,10207.0
2304,2498,My Favorite Martian (1999),Comedy|Sci-Fi,2.3333333333333335,123,287.0,120764.0,My Favorite Martian,1999,1999-06-04,"Comedy, Family, Sci-Fi",94.0,USA,English,Donald Petrie,"John L. Greene, Sherri Stoner",Walt Disney Pictures,"Christopher Lloyd, Jeff Daniels, Elizabeth Hurley, Daryl Hannah, Wallace Shawn, Christine Ebersole, Michael Lerner, Ray Walston, Shelley Malil, Jeremy Hotz, T.K. Carter, Dawn Maxey, Steven Anthony Lawrence, Michael Chieffo, Troy Evans",A Martian lands on Earth and makes friends with a reporter.,$ 65000000,$ 36850101,$ 36850101,33.0,76.0,48.0,9849.0
2305,2499,God Said 'Ha!' (1998),Comedy,3.5384615384615383,52,184.0,119207.0,"God Said, 'Ha!'",1998,1998-03-14,"Comedy, Drama",85.0,USA,English,Julia Sweeney,Julia Sweeney,"Oh, Brother Productions Inc.","Julia Sweeney, Quentin Tarantino",Julia Sweeney tells the viewers the monologue about the hard time in her life when her brother fought with cancer and she was also diagnosed with a rare form of cancer.,,$ 55970,$ 55970,,31.0,29.0,82865.0
2306,2500,Jawbreaker (1999),Comedy,2.596638655462185,119,309.0,155776.0,Jawbreaker,1999,1999-07-09,"Comedy, Crime, Thriller",87.0,USA,English,Darren Stein,Darren Stein,Crossroads Films,"Rose McGowan, Rebecca Gayheart, Julie Benz, Judy Greer, Chad Christ, Ethan Erickson, Tatyana Ali, Charlotte Ayanna, Jeff Conaway, William Katt, P.J. Soles, The Donnas, Marilyn Manson, Carol Kane, Pam Grier",Three of the most popular girls at Reagan High accidentally kill the prom queen with a jawbreaker when a kidnapping goes horribly wrong.,$ 3500000,$ 3117085,$ 3117085,22.0,186.0,164.0,18892.0
2307,2501,October Sky (1999),Drama,4.137755102040816,588,2433.0,132477.0,October Sky,1999,1999-11-19,"Biography, Drama, Family",108.0,USA,English,Joe Johnston,"Homer H. Hickam Jr., Lewis Colick",Universal Pictures,"Jake Gyllenhaal, Chris Cooper, Laura Dern, Chris Owen, William Lee Scott, Chad Lindberg, Natalie Canerday, Scott Thomas, Randy Stripling, Chris Ellis, Elya Baskin, Courtney Cole-Fendley, David Dwyer, Terry Loughlin, Kaili Hollister","The true story of Homer Hickam, a coal miner's son who was inspired by the first Sputnik launch to take up rocketry against his father's wishes.",$ 25000000,$ 32570685,$ 34698753,71.0,380.0,118.0,13466.0
2308,2502,Office Space (1999),Comedy|Romance,3.8211009174311927,872,3332.0,151804.0,Office Space,1999,1999-07-30,Comedy,89.0,USA,English,Mike Judge,"Mike Judge, Mike Judge",Twentieth Century Fox,"Ron Livingston, Jennifer Aniston, David Herman, Ajay Naidu, Diedrich Bader, Stephen Root, Gary Cole, Richard Riehle, Alexandra Wentworth, Joe Bays, John C. McGinley, Paul Willson, Kinna McInroe, Todd Duffey, Greg Pitts",Three company workers who hate their jobs decide to rebel against their greedy boss.,$ 10000000,$ 10827810,$ 10827810,68.0,658.0,126.0,1542.0
2309,2503,"Apple, The (Sib) (1998)",Drama,4.666666666666667,9,42.0,156901.0,Sib,1998,1998-05-27,Drama,86.0,"Iran, France, Netherlands",Persian,Samira Makhmalbaf,"Mohsen Makhmalbaf, Samira Makhmalbaf",Hubert Bals Fund,"Massoumeh Naderi, Zahra Naderi, Ghorban Ali Naderi, Azizeh Mohamadi, Zahra Saghrisaz","After twelve years of imprisonment by their own parents, two sisters are finally released by social workers to face the outside world for the first time.",,$ 15207,$ 15207,,17.0,23.0,43978.0
2310,2504,200 Cigarettes (1999),Comedy|Drama,2.883977900552486,181,522.0,137338.0,200 Cigarettes,1999,2000-06-02,"Comedy, Drama, Romance",101.0,USA,English,Risa Bramon Garcia,Shana Larsen,Dogstar Films,"Ben Affleck, Casey Affleck, Jennifer Albano, Jenni Blong, Morgan Brown, Caleb Carr, Dave Chappelle, Elvis Costello, Guillermo Díaz, Angela Featherstone, Patrick Frederic, Janeane Garofalo, Gaby Hoffmann, Kate Hudson, David Johansen","A collection of twentysomethings try to cope with relationships, loneliness, desire and their individual neuroses.",$ 6000000,$ 6852450,$ 6852450,33.0,182.0,72.0,15256.0
